Product,Date,Transaction Type,Num,Customer,Memo/Description,Qty,Sales Price,Amount,Balance
   CANN Blood Orange Cardamom 6pk,10/18/2021,Invoice,1450,CANN - Mynt Downtown,"PR# 730
METRC# 2491",25,9.00  ,225.00  ,"36,635.02  "
   CANN Blood Orange Cardamom 6pk,10/18/2021,Invoice,1445,CANN - Rise Carson City,"PR# 730
Metrc# 2475",80,7.00  ,560.00  ,"37,195.02  "
   CANN Blood Orange Cardamom 6pk,10/18/2021,Invoice,1458,CANN - Rise Spanish Springs,"PR# 730
METRC# 0372",10,8.00  ,80.00  ,"37,275.02  "
   CANN Blood Orange Cardamom Single PROMO,10/18/2021,Invoice,1455,CANN - Exhale,"PR# 821
METRC# 0346",450,0.01  ,4.50  ,14.03  
   CANN Grapefruit Rosemary 6pk,10/18/2021,Invoice,1451,CANN - The Dispensary Reno,"PR# 811
METRC# 2497",25,9.00  ,225.00  ,"22,922.00  "
   CANN Grapefruit Rosemary 6pk,10/18/2021,Invoice,1445,CANN - Rise Carson City,"PR# 409
Metrc# 2476",16,7.00  ,112.00  ,"23,034.00  "
   CANN Grapefruit Rosemary 6pk,10/18/2021,Invoice,1450,CANN - Mynt Downtown,"PR# 811
METRC# 2492",25,9.00  ,225.00  ,"23,259.00  "
   CANN Grapefruit Rosemary 6pk,10/18/2021,Invoice,1448,CANN - The Source Sahara,"PR# 811
METRC# 0336",10,9.00  ,90.00  ,"23,349.00  "
   CANN Grapefruit Rosemary 6pk,10/18/2021,Invoice,1456,CANN - Cultivate Dispensary (Wellness Connection of Nevada),"PR# 811
METRC# 0377",10,9.00  ,90.00  ,"23,439.00  "
   CANN Grapefruit Rosemary 6pk,10/18/2021,Invoice,1449,CANN - The Source Henderson,"PR# 811
METRC# 0339",10,9.00  ,90.00  ,"23,529.00  "
   CANN Grapefruit Rosemary 6pk,10/18/2021,Invoice,1457,CANN - Rise Carson City,"PR# 811
METRC# 0368",100,8.00  ,800.00  ,"24,329.00  "
   CANN Grapefruit Rosemary Single PROMO,10/18/2021,Invoice,1455,CANN - Exhale,"PR# 921
METRC# 0347",450,0.01  ,4.50  ,14.24  
   CANN Lemon Lavender 6pk,10/18/2021,Invoice,1450,CANN - Mynt Downtown,"PR# 728
METRC# 2493",25,9.00  ,225.00  ,"34,214.02  "
   CANN Lemon Lavender 6pk,10/18/2021,Invoice,1445,CANN - Rise Carson City,"PR# 728
Metrc# 2477",72,7.00  ,504.00  ,"34,718.02  "
   CANN Lemon Lavender 6pk,10/18/2021,Invoice,1449,CANN - The Source Henderson,"PR# 728
METRC# 0338",10,9.00  ,90.00  ,"34,808.02  "
   CANN Lemon Lavender 6pk,10/18/2021,Invoice,1456,CANN - Cultivate Dispensary (Wellness Connection of Nevada),"PR# 728
METRC# 0376",10,9.00  ,90.00  ,"34,898.02  "
   CANN Lemon Lavender 6pk,10/18/2021,Invoice,1451,CANN - The Dispensary Reno,"PR# 728
METRC# 2498",27,9.00  ,243.00  ,"35,141.02  "
   CANN Lemon Lavender 6pk,10/18/2021,Invoice,1457,CANN - Rise Carson City,"PR# 728
METRC# 0369",70,8.00  ,560.00  ,"35,701.02  "
   CANN Lemon Lavender 6pk,10/18/2021,Invoice,1452,CANN - The Dispensary Gibson,"PR# 728
METRC# 0332",35,9.00  ,315.00  ,"36,016.02  "
   CANN Lemon Lavender 6pk,10/18/2021,Invoice,1458,CANN - Rise Spanish Springs,"PR# 728
METRC# 0373",25,8.00  ,200.00  ,"36,216.02  "
   CANN Lemon Lavender 6pk,10/18/2021,Invoice,1448,CANN - The Source Sahara,"PR# 728
METRC# 0335",10,9.00  ,90.00  ,"36,306.02  "
   CANN Lemon Lavender Single PROMO,10/18/2021,Invoice,1455,CANN - Exhale,"PR# 512
METRC# 0348",450,0.01  ,4.50  ,13.44  
   CANN Pineapple Jalapeno 6pk,10/18/2021,Invoice,1458,CANN - Rise Spanish Springs,"PR# 812
METRC# 0374",30,8.00  ,240.00  ,"12,116.00  "
   CANN Pineapple Jalapeno 6pk,10/18/2021,Invoice,1452,CANN - The Dispensary Gibson,"PR# 812
METRC# 0333",10,9.00  ,90.00  ,"12,206.00  "
   CANN Pineapple Jalapeno 6pk,10/18/2021,Invoice,1457,CANN - Rise Carson City,"PR# 812
METRC# 0370",30,8.00  ,240.00  ,"12,446.00  "
   CANN Pineapple Jalapeno 6pk,10/18/2021,Invoice,1451,CANN - The Dispensary Reno,"PR# 812
METRC# 2499",15,9.00  ,135.00  ,"12,581.00  "
   CANN Pineapple Jalapeno 6pk,10/18/2021,Invoice,1445,CANN - Rise Carson City,"PR# 812
Metrc# 2478",52,7.00  ,364.00  ,"12,945.00  "
   CANN Pineapple Jalapeno 6pk,10/18/2021,Invoice,1450,CANN - Mynt Downtown,"PR# 812
METRC# 2494",15,9.00  ,135.00  ,"13,080.00  "
   CANN Pineapple Jalapeno 6pk PROMO,10/18/2021,Invoice,1455,CANN - Exhale,"PR# 812
METRC# 0349",75,0.01  ,0.75  ,0.83  
   CANN Pineapple Jalapeno Seasonal 4pk,10/18/2021,Invoice,1449,CANN - The Source Henderson,"PR# 610
METRC# 0340",10,9.00  ,90.00  ,"11,622.00  "
   CANN Pineapple Jalapeno Seasonal 4pk,10/18/2021,Invoice,1448,CANN - The Source Sahara,"PR# 610
METRC# 0337",10,9.00  ,90.00  ,"11,712.00  "
   CANN Pineapple Jalapeno Seasonal 4pk,10/18/2021,Invoice,1452,CANN - The Dispensary Gibson,"PR# 610
METRC# 0334",22,9.00  ,198.00  ,"11,910.00  "
   CANN Pineapple Jalapeno Seasonal 4pk,10/18/2021,Invoice,1451,CANN - The Dispensary Reno,"PR# 610
METRC# 2500",15,9.00  ,135.00  ,"12,045.00  "
   CANN Pineapple Jalapeno Seasonal 4pk,10/18/2021,Invoice,1450,CANN - Mynt Downtown,"PR# 610
METRC# 2495",15,9.00  ,135.00  ,"12,180.00  "
   CANN Blood Orange Cardamom 6pk,10/19/2021,Invoice,1454,CANN - Jardin,"PR# 730
METRC# 0351",15,9.00  ,135.00  ,"37,410.02  "
   CANN Blood Orange Cardamom 6pk,10/19/2021,Invoice,1453,CANN - The Apothecarium,"PR #730
METRC 0341",40,8.00  ,320.00  ,"37,730.02  "
   CANN Grapefruit Rosemary 6pk,10/19/2021,Invoice,1453,CANN - The Apothecarium,"PR #811
METRC 0343",20,8.00  ,160.00  ,"24,489.00  "
   CANN Lemon Lavender 6pk,10/19/2021,Invoice,1453,CANN - The Apothecarium,"PR #728
METRC 0350",30,8.00  ,240.00  ,"36,546.02  "
   CANN Lemon Lavender 6pk,10/19/2021,Invoice,1454,CANN - Jardin,"PR# 728
METRC# 0352",30,9.00  ,270.00  ,"36,816.02  "
   CANN Pineapple Jalapeno 6pk,10/19/2021,Invoice,1453,CANN - The Apothecarium,"PR #812
METRC 0345",10,8.00  ,80.00  ,"13,160.00  "
   CANN Pineapple Jalapeno Seasonal 4pk,10/19/2021,Invoice,1453,CANN - The Apothecarium,"PR #610
METRC 0344",15,7.00  ,105.00  ,"12,285.00  "
   CANN Blood Orange Cardamom 6pk,10/20/2021,Invoice,1460,CANN - Essence Henderson,"PR# 730
METRC# 0357",70,8.00  ,560.00  ,"38,290.02  "
   CANN Blood Orange Cardamom 6pk,10/20/2021,Invoice,1461,CANN - Essence Rainbow,"PR# 730
METRC# 0361",10,8.00  ,80.00  ,"38,370.02  "
   CANN Blood Orange Cardamom 6pk,10/20/2021,Invoice,1462,CANN - Essence Tropicana,"PR# 730
METRC# 0364",20,8.00  ,160.00  ,"38,530.02  "
   CANN Blood Orange Cardamom 6pk,10/20/2021,Invoice,1459,CANN - Essence Durango,"PR# 730
METRC# 0353",20,8.00  ,160.00  ,"38,690.02  "
   CANN Grapefruit Rosemary 6pk,10/20/2021,Invoice,1461,CANN - Essence Rainbow,"PR# 811
METRC# 0362",15,8.00  ,120.00  ,"24,609.00  "
   CANN Grapefruit Rosemary 6pk,10/20/2021,Invoice,1460,CANN - Essence Henderson,"PR# 811
METRC# 0358",25,8.00  ,200.00  ,"24,809.00  "
   CANN Grapefruit Rosemary 6pk,10/20/2021,Invoice,1459,CANN - Essence Durango,"PR# 811
METRC# 0354",15,8.00  ,120.00  ,"24,929.00  "
   CANN Lemon Lavender 6pk,10/20/2021,Invoice,1462,CANN - Essence Tropicana,"PR# 728
METRC# 0365",15,8.00  ,120.00  ,"36,936.02  "
   CANN Lemon Lavender 6pk,10/20/2021,Invoice,1461,CANN - Essence Rainbow,"PR# 728
METRC# 0363",30,8.00  ,240.00  ,"37,176.02  "
   CANN Lemon Lavender 6pk,10/20/2021,Invoice,1460,CANN - Essence Henderson,"PR# 728
METRC# 0359",20,8.00  ,160.00  ,"37,336.02  "
   CANN Lemon Lavender 6pk,10/20/2021,Invoice,1459,CANN - Essence Durango,"PR# 728
METRC# 0355",50,8.00  ,400.00  ,"37,736.02  "
   CANN Blood Orange Cardamom 6pk PROMO,10/21/2021,Invoice,1463,CANN - Cookies on Flamingo,"PR# 730
METRC# 0371",5,0.01  ,0.05  ,977.57  
   CANN Grapefruit Rosemary 6pk PROMO,10/21/2021,Invoice,1463,CANN - Cookies on Flamingo,"PR# 811
METRC# 0360",5,0.01  ,0.05  ,977.27  
   CANN Lemon Lavender 6pk,10/21/2021,Invoice,1463,CANN - Cookies on Flamingo,"PR# 728
METRC# 0356",48,8.00  ,384.00  ,"38,120.02  "
   CANN Lemon Lavender 6pk PROMO,10/21/2021,Invoice,1463,CANN - Cookies on Flamingo,"PR# 728
METRC# 0366",5,0.01  ,0.05  ,977.22  
   CANN Pineapple Jalapeno 6pk PROMO,10/21/2021,Invoice,1463,CANN - Cookies on Flamingo,"PR# 812
METRC# 0375",5,0.01  ,0.05  ,0.88  
   CANN Blood Orange Cardamom 6pk PROMO,10/29/2021,Invoice,1468,CANN - Las Vegas Releaf,"PR# 730
METRC# 0392",15,0.01  ,0.15  ,977.72  
   CANN Blood Orange Cardamom Single PROMO,10/29/2021,Invoice,1465,CANN - The Source Sahara,"PR# 821
METRC# 0387",20,0.01  ,0.20  ,14.23  
   CANN Grapefruit Rosemary 6pk,10/29/2021,Invoice,1465,CANN - The Source Sahara,"PR# 811
METRC# 0386",8,8.00  ,64.00  ,"24,993.00  "
   CANN Grapefruit Rosemary 6pk,10/29/2021,Invoice,1464,CANN - The Source Henderson,"PR# 811
METRC# 0382",8,8.00  ,64.00  ,"25,057.00  "
   CANN Grapefruit Rosemary 6pk PROMO,10/29/2021,Invoice,1468,CANN - Las Vegas Releaf,"PR# 811
METRC# 0393",15,0.01  ,0.15  ,977.42  
   CANN Grapefruit Rosemary Single PROMO,10/29/2021,Invoice,1465,CANN - The Source Sahara,"PR# 921
METRC# 0388",40,0.01  ,0.40  ,14.64  
   CANN Lemon Lavender 6pk,10/29/2021,Invoice,1465,CANN - The Source Sahara,"PR# 728
METRC# 0386",8,8.00  ,64.00  ,"38,184.02  "
   CANN Lemon Lavender 6pk,10/29/2021,Invoice,1464,CANN - The Source Henderson,"PR# 728
METRC#",12,8.00  ,96.00  ,"38,280.02  "
   CANN Lemon Lavender 6pk PROMO,10/29/2021,Invoice,1468,CANN - Las Vegas Releaf,"PR# 728
METRC# 0394",15,0.01  ,0.15  ,977.37  
   CANN Lemon Lavender Single PROMO,10/29/2021,Invoice,1465,CANN - The Source Sahara,"PR# 512
METRC# 0389",20,0.01  ,0.20  ,13.64  
   CANN Pineapple Jalapeno 6pk PROMO,10/29/2021,Invoice,1468,CANN - Las Vegas Releaf,"PR# 812
METRC# 0395",15,0.01  ,0.15  ,1.03  
   CANN Pineapple Jalapeno Seasonal 4pk,10/29/2021,Invoice,1464,CANN - The Source Henderson,"PR# 610
METRC# 0384",6,9.00  ,54.00  ,"12,339.00  "
   CANN Blood Orange Cardamom 6pk,11/02/2021,Invoice,1467,CANN - The Apothecarium,"PR# 730
METRC# 0378",30,8.00  ,240.00  ,"38,930.02  "
   CANN Blood Orange Cardamom 6pk,11/02/2021,Invoice,1469,CANN - Jardin,"PR# 730
METRC#0400",40,8.00  ,320.00  ,"39,250.02  "
   CANN Blood Orange Cardamom Single PROMO,11/02/2021,Invoice,1469,CANN - Jardin,"PR# 821
METRC#0402",20,0.01  ,0.20  ,14.43  
   CANN Grapefruit Rosemary 6pk,11/02/2021,Invoice,1467,CANN - The Apothecarium,"PR# 811
METRC# 0379",30,8.00  ,240.00  ,"25,297.00  "
   CANN Grapefruit Rosemary 6pk,11/02/2021,Invoice,1469,CANN - Jardin,"PR# 811
METRC#0396",40,8.00  ,320.00  ,"25,617.00  "
   CANN Grapefruit Rosemary Single PROMO,11/02/2021,Invoice,1469,CANN - Jardin,"PR# 921
METRC#0399",20,0.01  ,0.20  ,14.84  
   CANN Lemon Lavender 6pk,11/02/2021,Invoice,1469,CANN - Jardin,"PR# 728
METRC#0397",40,8.00  ,320.00  ,"38,600.02  "
   CANN Lemon Lavender 6pk,11/02/2021,Invoice,1467,CANN - The Apothecarium,"PR# 728
METRC# 0380",10,8.00  ,80.00  ,"38,680.02  "
   CANN Lemon Lavender Single PROMO,11/02/2021,Invoice,1469,CANN - Jardin,"PR# 512
METRC#0404",20,0.01  ,0.20  ,13.84  
   CANN Pineapple Jalapeno 6pk,11/02/2021,Invoice,1469,CANN - Jardin,"PR# 812
METRC#0.398",20,8.00  ,160.00  ,"13,320.00  "
   CANN Pineapple Jalapeno Seasonal 4pk,11/02/2021,Invoice,1467,CANN - The Apothecarium,"PR# 610
METRC# 0381",20,7.00  ,140.00  ,"12,479.00  "
   CANN Blood Orange Cardamom 6pk,11/03/2021,Invoice,1483,CANN - Jenny's NLV,"PR# 730
METRC# 0446",25,8.00  ,200.00  ,"39,450.02  "
   CANN Blood Orange Cardamom 6pk,11/03/2021,Invoice,1476,CANN - The Dispensary Reno,"PR# 730
METRC#0431",45,8.00  ,360.00  ,"39,810.02  "
   CANN Blood Orange Cardamom 6pk,11/03/2021,Invoice,1482,CANN - Rise Spanish Springs,"PR# 730
METRC# 0421",15,8.00  ,120.00  ,"39,930.02  "
   CANN Blood Orange Cardamom 6pk,11/03/2021,Invoice,1471,CANN - Mynt Downtown,"PR# 730
METRC#0425",25,8.00  ,200.00  ,"40,130.02  "
   CANN Blood Orange Cardamom 6pk,11/03/2021,Invoice,1475,CANN - The Dispensary Decatur,"PR# 730
METRC#0442",8,8.00  ,64.00  ,"40,194.02  "
   CANN Blood Orange Cardamom 6pk,11/03/2021,Invoice,1478,CANN - Essence Durango,"PR# 730
METRC# 0410",15,8.00  ,120.00  ,"40,314.02  "
   CANN Blood Orange Cardamom 6pk,11/03/2021,Invoice,1477,CANN - Essence Rainbow,"PR# 730
METRC# 0406",40,8.00  ,320.00  ,"40,634.02  "
   CANN Blood Orange Cardamom 6pk,11/03/2021,Invoice,1481,CANN - Essence Tropicana,"PR# 730
METRC# 0417",35,8.00  ,280.00  ,"40,914.02  "
   CANN Blood Orange Cardamom 6pk,11/03/2021,Invoice,1472,CANN - Mynt Lemmon Valley,"PR# 730
METRC#0429",15,8.00  ,120.00  ,"41,034.02  "
   CANN Blood Orange Cardamom 6pk,11/03/2021,Invoice,1474,CANN - The Dispensary Gibson,"PR# 730
METRC#0438",25,8.00  ,200.00  ,"41,234.02  "
   CANN Blood Orange Cardamom 6pk,11/03/2021,Invoice,1479,CANN - Essence Henderson,"PR# 730
METRC# 0413",65,8.00  ,520.00  ,"41,754.02  "
   CANN Blood Orange Cardamom Single PROMO,11/03/2021,Invoice,1470,CANN - Euphoria Wellness,"PR# 821
METRC#0449",20,0.01  ,0.20  ,14.63  
   CANN Grapefruit Rosemary 6pk,11/03/2021,Invoice,1482,CANN - Rise Spanish Springs,"PR# 811
METRC# 0422",15,8.00  ,120.00  ,"25,737.00  "
   CANN Grapefruit Rosemary 6pk,11/03/2021,Invoice,1471,CANN - Mynt Downtown,"PR# 811
METRC#0426",13,8.00  ,104.00  ,"25,841.00  "
   CANN Grapefruit Rosemary 6pk,11/03/2021,Invoice,1479,CANN - Essence Henderson,"PR# 811
METRC# 0414",40,8.00  ,320.00  ,"26,161.00  "
   CANN Grapefruit Rosemary 6pk,11/03/2021,Invoice,1475,CANN - The Dispensary Decatur,"PR# 811
METRC#0443",5,8.00  ,40.00  ,"26,201.00  "
   CANN Grapefruit Rosemary 6pk,11/03/2021,Invoice,1477,CANN - Essence Rainbow,"PR# 811
METRC# 0407",15,8.00  ,120.00  ,"26,321.00  "
   CANN Grapefruit Rosemary 6pk,11/03/2021,Invoice,1481,CANN - Essence Tropicana,"PR# 811
METRC# 0418",10,8.00  ,80.00  ,"26,401.00  "
   CANN Grapefruit Rosemary 6pk,11/03/2021,Invoice,1480,CANN - Rise Carson City,"PR# 811
METRC# 0416",10,8.00  ,80.00  ,"26,481.00  "
   CANN Grapefruit Rosemary 6pk,11/03/2021,Invoice,1476,CANN - The Dispensary Reno,"PR# 811
METRC#0432",35,8.00  ,280.00  ,"26,761.00  "
   CANN Grapefruit Rosemary 6pk,11/03/2021,Invoice,1474,CANN - The Dispensary Gibson,"PR# 811
METRC#0439",32,8.00  ,256.00  ,"27,017.00  "
   CANN Grapefruit Rosemary 6pk,11/03/2021,Invoice,1473,CANN - The Dispensary Express,"PR# 811
METRC#0435",5,8.00  ,40.00  ,"27,057.00  "
   CANN Grapefruit Rosemary Single PROMO,11/03/2021,Invoice,1470,CANN - Euphoria Wellness,"PR# 921
METRC#0450",20,0.01  ,0.20  ,15.04  
   CANN Lemon Lavender 6pk,11/03/2021,Invoice,1482,CANN - Rise Spanish Springs,"PR# 728
METRC# 0423",20,8.00  ,160.00  ,"38,840.02  "
   CANN Lemon Lavender 6pk,11/03/2021,Invoice,1479,CANN - Essence Henderson,"PR# 728
METRC# 0415",40,8.00  ,320.00  ,"39,160.02  "
   CANN Lemon Lavender 6pk,11/03/2021,Invoice,1475,CANN - The Dispensary Decatur,"PR# 728
METRC#0444",15,8.00  ,120.00  ,"39,280.02  "
   CANN Lemon Lavender 6pk,11/03/2021,Invoice,1478,CANN - Essence Durango,"PR# 728
METRC# 0411",60,8.00  ,480.00  ,"39,760.02  "
   CANN Lemon Lavender 6pk,11/03/2021,Invoice,1477,CANN - Essence Rainbow,"PR# 728
METRC# 0408",85,8.00  ,680.00  ,"40,440.02  "
   CANN Lemon Lavender 6pk,11/03/2021,Invoice,1481,CANN - Essence Tropicana,"PR# 728
METRC# 0419",15,8.00  ,120.00  ,"40,560.02  "
   CANN Lemon Lavender 6pk,11/03/2021,Invoice,1476,CANN - The Dispensary Reno,"PR# 728
METRC#0433",50,8.00  ,400.00  ,"40,960.02  "
   CANN Lemon Lavender 6pk,11/03/2021,Invoice,1483,CANN - Jenny's NLV,"PR# 728
METRC# 0447",25,8.00  ,200.00  ,"41,160.02  "
   CANN Lemon Lavender 6pk,11/03/2021,Invoice,1472,CANN - Mynt Lemmon Valley,"PR# 728
METRC#0430",25,8.00  ,200.00  ,"41,360.02  "
   CANN Lemon Lavender 6pk,11/03/2021,Invoice,1473,CANN - The Dispensary Express,"PR# 728
METRC#0436",9,8.00  ,72.00  ,"41,432.02  "
   CANN Lemon Lavender 6pk,11/03/2021,Invoice,1474,CANN - The Dispensary Gibson,"PR# 728
METRC#0440",25,8.00  ,200.00  ,"41,632.02  "
   CANN Lemon Lavender 6pk,11/03/2021,Invoice,1471,CANN - Mynt Downtown,"PR# 728
METRC#0427",28,8.00  ,224.00  ,"41,856.02  "
   CANN Lemon Lavender Single PROMO,11/03/2021,Invoice,1470,CANN - Euphoria Wellness,"PR# 512
METRC#0451",10,0.01  ,0.10  ,13.94  
   CANN Pineapple Jalapeno 6pk,11/03/2021,Invoice,1482,CANN - Rise Spanish Springs,"PR# 812
METRC# 0424",15,8.00  ,120.00  ,"13,440.00  "
   CANN Pineapple Jalapeno 6pk,11/03/2021,Invoice,1478,CANN - Essence Durango,"PR# 812
METRC# 0412",10,8.00  ,80.00  ,"13,520.00  "
   CANN Pineapple Jalapeno 6pk,11/03/2021,Invoice,1481,CANN - Essence Tropicana,"PR# 812
METRC# 0420",10,8.00  ,80.00  ,"13,600.00  "
   CANN Pineapple Jalapeno 6pk,11/03/2021,Invoice,1477,CANN - Essence Rainbow,"PR# 812
METRC# 0409",10,8.00  ,80.00  ,"13,680.00  "
   CANN Pineapple Jalapeno Seasonal 4pk,11/03/2021,Invoice,1471,CANN - Mynt Downtown,"PR# 610
METRC#0428",10,9.00  ,90.00  ,"12,569.00  "
   CANN Pineapple Jalapeno Seasonal 4pk,11/03/2021,Invoice,1476,CANN - The Dispensary Reno,"PR# 610
METRC#0434",2,9.00  ,18.00  ,"12,587.00  "
   CANN Lemon Lavender 6pk,11/04/2021,Invoice,1466,CANN - The Source Reno,"PR# 728
METRC# 0390",8,8.00  ,64.00  ,"41,920.02  "
   CANN Pineapple Jalapeno Seasonal 4pk,11/04/2021,Invoice,1466,CANN - The Source Reno,"PR# 610
METRC# 0391",6,9.00  ,54.00  ,"12,641.00  "
   CANN Blood Orange Cardamom 6pk,11/15/2021,Invoice,1486,CANN - The Dispensary Express,"PR# 730
METRC# 0464",5,8.00  ,40.00  ,"41,794.02  "
   CANN Blood Orange Cardamom 6pk,11/15/2021,Invoice,1487,CANN - The Dispensary Gibson,"PR# 730
METRC# 0468",25,8.00  ,200.00  ,"41,994.02  "
   CANN Blood Orange Cardamom 6pk,11/15/2021,Invoice,1488,CANN - The Dispensary Decatur,"PR# 730
METRC# 0473",8,8.00  ,64.00  ,"42,058.02  "
   CANN Cranberry Sage 6pk,11/15/2021,Invoice,1490,CANN - Jenny's NLV,"PR# 1004
METRC# 0484",30,8.00  ,240.00  ,240.00  
   CANN Cranberry Sage 6pk,11/15/2021,Invoice,1486,CANN - The Dispensary Express,"PR# 1004
METRC# 0437",20,8.00  ,160.00  ,400.00  
   CANN Cranberry Sage 6pk,11/15/2021,Invoice,1487,CANN - The Dispensary Gibson,"PR# 1004
METRC# 0448",46,8.00  ,368.00  ,768.00  
   CANN Cranberry Sage 6pk,11/15/2021,Invoice,1488,CANN - The Dispensary Decatur,"PR# 1004
METRC# 0476",14,8.00  ,112.00  ,880.00  
   CANN Cranberry Sage 6pk PROMO,11/15/2021,Invoice,1486,CANN - The Dispensary Express,"PR# 1004
METRC# 0458",5,0.01  ,0.05  ,0.05  
   CANN Cranberry Sage 6pk PROMO,11/15/2021,Invoice,1487,CANN - The Dispensary Gibson,"PR# 1004
METRC# 0488",5,0.01  ,0.05  ,0.10  
   CANN Cranberry Sage 6pk PROMO,11/15/2021,Invoice,1488,CANN - The Dispensary Decatur,"PR# 1004
METRC# 0487",5,0.01  ,0.05  ,0.15  
   CANN Cranberry Sage 6pk PROMO,11/15/2021,Invoice,1490,CANN - Jenny's NLV,"PR# 1004
METRC# 0486",10,0.01  ,0.10  ,0.25  
   CANN Cranberry Sage Seasonal 4pk,11/15/2021,Invoice,1490,CANN - Jenny's NLV,"PR# 1008
METRC# 0485",50,9.00  ,450.00  ,450.00  
   CANN Cranberry Sage Seasonal 4pk,11/15/2021,Invoice,1487,CANN - The Dispensary Gibson,"PR# 1008
METRC# 472",10,9.00  ,90.00  ,540.00  
   CANN Cranberry Sage Seasonal 4pk,11/15/2021,Invoice,1486,CANN - The Dispensary Express,"PR# 1008
METRC# 0467",10,9.00  ,90.00  ,630.00  
   CANN Cranberry Sage Seasonal 4pk,11/15/2021,Invoice,1488,CANN - The Dispensary Decatur,"PR# 1008
METRC# 0477",10,9.00  ,90.00  ,720.00  
   CANN Grapefruit Rosemary 6pk,11/15/2021,Invoice,1488,CANN - The Dispensary Decatur,"PR# 811
METRC# 0474",5,8.00  ,40.00  ,"27,097.00  "
   CANN Grapefruit Rosemary 6pk,11/15/2021,Invoice,1487,CANN - The Dispensary Gibson,"PR# 811
METRC# 0469",32,8.00  ,256.00  ,"27,353.00  "
   CANN Grapefruit Rosemary 6pk,11/15/2021,Invoice,1486,CANN - The Dispensary Express,"PR# 811
METRC# 0465",5,8.00  ,40.00  ,"27,393.00  "
   CANN Lemon Lavender 6pk,11/15/2021,Invoice,1487,CANN - The Dispensary Gibson,"PR# 728
METRC# 0470",25,8.00  ,200.00  ,"42,120.02  "
   CANN Lemon Lavender 6pk,11/15/2021,Invoice,1488,CANN - The Dispensary Decatur,"PR# 728
METRC# 0475",15,8.00  ,120.00  ,"42,240.02  "
   CANN Lemon Lavender 6pk,11/15/2021,Invoice,1486,CANN - The Dispensary Express,"PR# 728
METRC# 0466",9,8.00  ,72.00  ,"42,312.02  "
   CANN Pineapple Jalapeno Seasonal 4pk,11/15/2021,Invoice,1487,CANN - The Dispensary Gibson,"PR# 610
METRC# 0471",5,9.00  ,45.00  ,"12,686.00  "
   CANN Blood Orange Cardamom 6pk,11/16/2021,Invoice,1485,CANN - Mynt Lemmon Valley,"PR# 730
METRC# 0459",15,8.00  ,120.00  ,"42,178.02  "
   CANN Blood Orange Cardamom 6pk,11/16/2021,Invoice,1489,CANN - The Dispensary Reno,"PR# 730
METRC# 0478",45,8.00  ,360.00  ,"42,538.02  "
   CANN Blood Orange Cardamom 6pk,11/16/2021,Invoice,1484,CANN - Mynt Downtown,"PR# 730
METRC# 0453",25,8.00  ,200.00  ,"42,738.02  "
   CANN Cranberry Sage 6pk,11/16/2021,Invoice,1485,CANN - Mynt Lemmon Valley,"PR# 1004
METRC# 0445",20,8.00  ,160.00  ,"1,040.00  "
   CANN Cranberry Sage 6pk,11/16/2021,Invoice,1484,CANN - Mynt Downtown,"PR# 1004
METRC# 0441",30,8.00  ,240.00  ,"1,280.00  "
   CANN Cranberry Sage 6pk,11/16/2021,Invoice,1489,CANN - The Dispensary Reno,"PR# 1004
METRC# 0482",46,8.00  ,368.00  ,"1,648.00  "
   CANN Cranberry Sage 6pk PROMO,11/16/2021,Invoice,1484,CANN - Mynt Downtown,"PR# 1004
METRC# 0452",5,0.01  ,0.05  ,0.30  
   CANN Cranberry Sage 6pk PROMO,11/16/2021,Invoice,1485,CANN - Mynt Lemmon Valley,"PR# 1004
METRC# 0405",5,0.01  ,0.05  ,0.35  
   CANN Cranberry Sage 6pk PROMO,11/16/2021,Invoice,1489,CANN - The Dispensary Reno,"PR# 1004
METRC# 0489",5,0.01  ,0.05  ,0.40  
   CANN Cranberry Sage Seasonal 4pk,11/16/2021,Invoice,1485,CANN - Mynt Lemmon Valley,"PR# 1008
METRC# 0463",10,9.00  ,90.00  ,810.00  
   CANN Cranberry Sage Seasonal 4pk,11/16/2021,Invoice,1489,CANN - The Dispensary Reno,"PR# 1008
METRC# 0483",10,9.00  ,90.00  ,900.00  
   CANN Cranberry Sage Seasonal 4pk,11/16/2021,Invoice,1484,CANN - Mynt Downtown,"PR# 1008
METRC# 0457",10,9.00  ,90.00  ,990.00  
   CANN Grapefruit Rosemary 6pk,11/16/2021,Invoice,1484,CANN - Mynt Downtown,"PR# 811
 METRC# 0454",13,8.00  ,104.00  ,"27,497.00  "
   CANN Grapefruit Rosemary 6pk,11/16/2021,Invoice,1485,CANN - Mynt Lemmon Valley,"PR# 811
METRC# 0460",5,8.00  ,40.00  ,"27,537.00  "
   CANN Grapefruit Rosemary 6pk,11/16/2021,Invoice,1489,CANN - The Dispensary Reno,"PR# 811
METRC# 0479",35,8.00  ,280.00  ,"27,817.00  "
   CANN Lemon Lavender 6pk,11/16/2021,Invoice,1484,CANN - Mynt Downtown,"PR# 728
METRC# 0455",28,8.00  ,224.00  ,"42,536.02  "
   CANN Lemon Lavender 6pk,11/16/2021,Invoice,1485,CANN - Mynt Lemmon Valley,"PR# 728
METRC# 4061",25,8.00  ,200.00  ,"42,736.02  "
